TRADE_DATE,MARKET,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,score_raw_mse,score_curve_z,market_label,EVENT_LABEL
2022-01-05,TTF,94.25,92.3,84.6633,83.5735,83.2466,83.1085,83.1085,83.3125,83.6303,84.644,85.1563,85.2224,85.1392,79.4987,42.2809,39.0132,38.2839,38.2193,38.3347,38.8076,39.1592,39.475,39.7908,40.2233,40.2233,39.0542,27.56,26.2085,25.7412,25.2705,25.4235,25.8162,26.5335,27.075,27.6165,27.8003,5.0454016,18.885366439819336,TTF,EU pre-invasion spike
2022-03-01,TTF,122.85,120.5036,120.0357,119.6704,119.3125,118.9426,118.5832,118.3466,117.9345,115.6462,113.975,104.8643,60.5923,55.5382,54.2737,53.589,53.7508,54.4139,54.7202,54.775,54.8298,54.2895,53.7573,51.6626,41.08,39.0655,38.369,37.1625,37.3875,37.965,38.808,39.2,39.592,39.0775,38.885,37.5748,4.718611,17.55205726623535,TTF,Russian invasion shock
2022-01-04,TTF,85.8,84.5,78.8103,78.106,77.8764,77.6753,77.6753,77.866,78.2546,79.2041,79.9188,79.9664,79.7722,73.4893,40.4772,37.3489,36.6507,36.1319,36.241,36.6881,37.1256,37.425,37.7244,38.1528,38.1528,37.0439,26.884,25.5657,25.1098,24.6264,24.7755,25.1581,25.921,26.45,26.979,27.2195,4.7103586,17.518388748168945,TTF,EU pre-invasion spike
2022-01-07,TTF,87.175,85.95,79.0956,78.0384,77.8126,77.6098,77.6098,77.8481,78.4622,79.5734,80.0958,80.0,79.9219,74.627,40.3711,37.251,36.5546,36.5295,36.6398,37.0918,37.3984,37.7,38.0016,38.38,38.38,37.2645,27.924,26.5547,26.0812,25.4192,25.5731,25.9681,26.8765,27.425,27.9735,28.1538,4.5692534,16.942678451538086,TTF,EU pre-invasion spike
2021-12-17,TTF,135.1995,135.1344,120.8888,84.9562,80.6961,80.1636,79.9949,79.9949,80.2405,80.1843,80.7911,81.7582,81.6,80.7633,76.8033,38.2694,35.182,34.2725,33.5315,33.5989,33.9786,34.65,35.0,35.35,35.7035,35.7035,34.6658,27.82,26.3755,26.067,25.688,25.922,26.403,26.713,27.175,27.4468,4.4717417,16.544828414916992,TTF,EU pre-invasion spike
2022-01-10,TTF,84.2,82.9,77.6054,76.9882,76.8391,76.4809,76.4809,76.7157,77.103,78.195,78.7083,78.6432,78.5664,73.3613,40.9546,37.7894,37.083,36.5792,36.6896,37.1422,37.572,37.875,38.178,38.7083,38.7083,37.5832,27.664,26.3074,25.8384,25.1714,25.3238,25.715,26.6805,27.225,27.7695,27.9518,4.2990174,15.84011173248291,TTF,EU pre-invasion spike
2022-01-03,TTF,82.8,80.15,74.4749,73.5163,73.2287,73.0427,73.1526,73.6032,74.1128,75.2374,75.5833,75.591,75.4075,69.4683,38.9918,35.9783,35.3057,35.6349,35.7425,36.1834,36.2576,36.55,36.8424,37.4205,37.4205,36.3329,26.936,25.6151,25.1584,24.6759,24.8253,25.2088,26.019,26.55,27.081,27.3205,4.2073784,15.46622371673584,TTF,EU pre-invasion spike
2022-01-24,TTF,91.0,90.1,81.4644,79.8985,79.5505,79.35,79.231,79.473,79.7809,80.3428,80.6664,80.6973,80.5787,75.9856,41.7228,38.308,37.7507,37.4738,37.5869,38.0506,38.5764,38.8875,39.1986,39.0996,39.0996,37.9632,29.848,28.3843,27.8782,27.3021,27.4674,27.8916,28.469,29.05,29.631,29.7445,4.0798926,14.946080207824707,TTF,EU pre-invasion spike
2022-01-25,TTF,91.55,91.0,82.7629,81.1232,80.8692,80.7296,80.6488,80.9369,81.3565,82.0119,82.4242,82.3641,82.2431,77.5551,42.9718,39.4548,38.8808,38.3933,38.5091,38.9842,39.6552,39.975,40.2948,40.2233,40.2233,39.0542,30.16,28.681,28.1696,27.5994,27.7665,28.1953,28.5915,29.175,29.7585,29.8708,4.078295,14.939562797546387,TTF,EU pre-invasion spike
2022-03-08,TTF,212.5631,205.375,198.1869,192.5861,188.4364,184.7268,167.631,160.548,144.1225,131.0184,116.5782,104.5239,82.775,73.3688,69.669,68.8188,68.75,68.679,66.9883,66.325,65.6618,64.1288,62.6019,56.5929,51.4913,49.75,48.0088,45.7958,45.75,45.7027,47.672,47.2,46.728,44.31,42.622,39.7088,4.074052,14.922249794006348,TTF,Russian invasion shock
2021-12-22,THE,166.0535,166.2755,158.6439,134.0465,130.2638,129.8442,129.6486,129.6486,130.0439,131.0239,131.8727,131.5535,132.0137,131.6223,122.7064,41.7306,38.486,37.5806,37.8602,37.9351,38.2422,38.2271,38.4935,38.6441,39.1279,39.0498,37.8444,27.2374,25.8921,25.6742,24.9459,25.1602,25.6413,26.1902,26.5853,26.9773,12.538705,50.88486862182617,THE,EU pre-invasion spike
2021-12-21,THE,180.8009,181.0055,168.1872,129.8635,126.1972,125.9823,125.615,125.615,125.615,127.1597,127.6025,127.6641,127.6993,127.0732,118.9205,42.3137,39.0191,38.0997,38.4245,38.5007,38.93,38.7287,39.0765,39.3066,39.6315,39.5524,38.3311,27.8242,26.449,26.2257,25.504,25.7235,26.2153,26.8221,27.2522,27.4119,11.090972,44.809814453125,THE,EU pre-invasion spike
2021-12-23,THE,126.5861,126.9165,122.4009,107.3342,105.5468,105.3541,105.1231,105.1231,105.4432,106.0153,106.8603,106.7592,106.8129,106.4966,98.708,40.3808,37.241,36.3649,36.4458,36.5179,36.8135,36.9796,37.2372,37.3829,37.8478,37.7723,36.6062,27.5747,26.2125,25.9916,25.267,25.4843,25.9714,26.4364,26.8353,27.231,8.591349,34.320762634277344,THE,EU pre-invasion spike
